timestamp,lat,lon,hdop,num_satellites,snr
7.00,10.762622,106.66068406179181,1.2,10,35
7.10,10.762622,106.66069137696027,1.2,10,35
7.20,10.762622,106.66069869212872,1.2,10,35
7.30,10.762622,106.66070600729718,1.2,10,35
7.40,10.762622,106.66071332246563,1.2,10,35
7.50,10.762622,106.66072063763409,1.2,10,35
7.60,10.762622,106.66072795280255,1.2,10,35
7.70,10.762622,106.66073526797099,1.2,10,35
7.80,10.762622,106.66074258313945,1.2,10,35
7.90,10.762622,106.6607498983079,1.2,10,35
8.00,10.762622,106.66075721347636,1.2,10,35
8.10,10.762622,106.66076452864482,1.2,10,35
8.20,10.762622,106.66077184381327,1.2,10,35
8.30,10.762622,106.66077915898173,1.2,10,35
8.40,10.762622,106.66078647415017,1.2,10,35
8.50,10.762622,106.66079378931863,1.2,10,35
8.60,10.762622,106.66080110448709,1.2,10,35
8.70,10.762622,106.66080841965554,1.2,10,35
8.80,10.762622,106.660815734824,1.2,10,35
8.90,10.762622,106.66082304999244,1.2,10,35
9.00,10.762622,106.6608303651609,1.2,10,35
9.10,10.762622,106.66083768032935,1.2,10,35
9.20,10.762622,106.66084499549781,1.2,10,35
9.30,10.762622,106.66085231066627,1.2,10,35
9.40,10.762622,106.66085962583472,1.2,10,35
9.50,10.762622,106.66086694100318,1.2,10,35
9.60,10.762622,106.66087425617162,1.2,10,35
9.70,10.762622,106.66088157134008,1.2,10,35
9.80,10.762622,106.66088888650854,1.2,10,35
9.90,10.762622,106.66089620167699,1.2,10,35
10.00,10.762622,106.66090351684545,1.2,10,35
10.10,10.762622,106.6609108320139,1.2,10,35
10.20,10.762622,106.66091814718236,1.2,10,35
10.30,10.762622,106.6609254623508,1.2,10,35
10.40,10.762622,106.66093277751926,1.2,10,35
10.50,10.762622,106.66094009268772,1.2,10,35
10.60,10.762622,106.66094740785617,1.2,10,35
10.70,10.762622,106.66095472302463,1.2,10,35
10.80,10.762622,106.66096203819308,1.2,10,35
10.90,10.762622,106.66096935336154,1.2,10,35
11.00,10.762622,106.66097666853,1.2,10,35
11.10,10.762622,106.66098398369844,1.2,10,35
11.20,10.762622,106.6609912988669,1.2,10,35
11.30,10.762622,106.66099861403535,1.2,10,35
11.40,10.762622,106.66100592920381,1.2,10,35
11.50,10.762622,106.66101324437227,1.2,10,35
11.60,10.762622,106.66102055954072,1.2,10,35
11.70,10.762622,106.66102787470918,1.2,10,35
11.80,10.762622,106.66103518987762,1.2,10,35
11.90,10.762622,106.66104250504608,1.2,10,35
12.00,10.762622,106.66104982021453,1.2,10,35
12.10,10.762622,106.66105713538299,1.2,10,35
12.20,10.762622,106.66106445055145,1.2,10,35
12.30,10.762622,106.6610717657199,1.2,10,35
12.40,10.762622,106.66107908088836,1.2,10,35
12.50,10.762622,106.6610863960568,1.2,10,35
12.60,10.762622,106.66109371122526,1.2,10,35
12.70,10.762622,106.66110102639372,1.2,10,35
12.80,10.762622,106.66110834156217,1.2,10,35
12.90,10.762622,106.66111565673063,1.2,10,35
13.00,10.762622,106.66112297189908,1.2,10,35
13.10,10.762622,106.66113028706754,1.2,10,35
13.20,10.762622,106.661137602236,1.2,10,35
13.30,10.762622,106.66114491740444,1.2,10,35
13.40,10.762622,106.6611522325729,1.2,10,35
13.50,10.762622,106.66115954774135,1.2,10,35
13.60,10.762622,106.66116686290981,1.2,10,35
13.70,10.762622,106.66117417807826,1.2,10,35
13.80,10.762622,106.66118149324672,1.2,10,35
13.90,10.762622,106.66118880841518,1.2,10,35
14.00,10.762622,106.66119612358362,1.2,10,35
14.10,10.762622,106.66120343875208,1.2,10,35
14.20,10.762622,106.66121075392053,1.2,10,35
14.30,10.762622,106.66121806908899,1.2,10,35
14.40,10.762622,106.66122538425745,1.2,10,35
14.50,10.762622,106.6612326994259,1.2,10,35
14.60,10.762622,106.66124001459436,1.2,10,35
14.70,10.762622,106.6612473297628,1.2,10,35
14.80,10.762622,106.66125464493126,1.2,10,35
14.90,10.762622,106.66126196009971,1.2,10,35
15.00,10.762622,106.66126927526817,6.5,3,18
15.10,10.762622,106.66127659043663,6.5,3,18
15.20,10.762622,106.66128390560507,6.5,3,18
15.30,10.762622,106.66129122077353,6.5,3,18
15.40,10.762622,106.66129853594198,6.5,3,18
15.50,10.762622,106.66130585111044,6.5,3,18
15.60,10.762622,106.6613131662789,6.5,3,18
15.70,10.762622,106.66132048144735,6.5,3,18
15.80,10.762622,106.66132779661581,6.5,3,18
15.90,10.762622,106.66133511178425,6.5,3,18
16.00,10.762622,106.66134242695271,6.5,3,18
16.10,10.762622,106.66134974212117,6.5,3,18
16.20,10.762622,106.66135705728962,6.5,3,18
16.30,10.762622,106.66136437245808,6.5,3,18
16.40,10.762622,106.66137168762653,6.5,3,18
16.50,10.762622,106.66137900279499,6.5,3,18
16.60,10.762622,106.66138631796343,6.5,3,18
16.70,10.762622,106.6613936331319,6.5,3,18
16.80,10.762622,106.66140094830035,6.5,3,18
16.90,10.762622,106.6614082634688,6.5,3,18
17.00,10.762622,106.66141557863726,6.5,3,18
17.10,10.762622,106.6614228938057,6.5,3,18
17.20,10.762622,106.66143020897417,6.5,3,18
17.30,10.762622,106.66143752414263,6.5,3,18
17.40,10.762622,106.66144483931107,6.5,3,18
17.50,10.762622,106.66145215447953,6.5,3,18
17.60,10.762622,106.66145946964798,6.5,3,18
17.70,10.762622,106.66146678481644,6.5,3,18
17.80,10.762622,106.6614740999849,6.5,3,18
17.90,10.762622,106.66148141515335,6.5,3,18
18.00,10.762622,106.6614887303218,6.5,3,18
18.10,10.762622,106.66149604549025,6.5,3,18
18.20,10.762622,106.66150336065871,6.5,3,18
18.30,10.762622,106.66151067582716,6.5,3,18
18.40,10.762622,106.66151799099562,6.5,3,18
18.50,10.762622,106.66152530616408,6.5,3,18
18.60,10.762622,106.66153262133253,6.5,3,18
18.70,10.762622,106.66153993650099,6.5,3,18
18.80,10.762622,106.66154725166943,6.5,3,18
18.90,10.762622,106.66155456683789,6.5,3,18
19.00,10.762622,106.66156188200635,6.5,3,18
19.10,10.762622,106.6615691971748,6.5,3,18
19.20,10.762622,106.66157651234326,6.5,3,18
19.30,10.762622,106.6615838275117,6.5,3,18
19.40,10.762622,106.66159114268017,6.5,3,18
19.50,10.762622,106.66159845784863,6.5,3,18
19.60,10.762622,106.66160577301707,6.5,3,18
19.70,10.762622,106.66161308818553,6.5,3,18
19.80,10.762622,106.66162040335398,6.5,3,18
19.90,10.762622,106.66162771852244,6.5,3,18
20.00,10.762622,106.66163503369089,6.5,3,18
20.10,10.762622,106.66164234885935,6.5,3,18
20.20,10.762622,106.6616496640278,6.5,3,18
20.30,10.762622,106.66165697919625,6.5,3,18
20.40,10.762622,106.66166429436471,6.5,3,18
20.50,10.762622,106.66167160953316,6.5,3,18
20.60,10.762622,106.66167892470162,6.5,3,18
20.70,10.762622,106.66168623987008,6.5,3,18
20.80,10.762622,106.66169355503853,6.5,3,18
20.90,10.762622,106.66170087020699,6.5,3,18
21.00,10.762622,106.66170818537543,6.5,3,18
21.10,10.762622,106.66171550054389,6.5,3,18
21.20,10.762622,106.66172281571234,6.5,3,18
21.30,10.762622,106.6617301308808,6.5,3,18
21.40,10.762622,106.66173744604926,6.5,3,18
21.50,10.762622,106.6617447612177,6.5,3,18
21.60,10.762622,106.66175207638616,6.5,3,18
21.70,10.762622,106.66175939155461,6.5,3,18
21.80,10.762622,106.66176670672307,6.5,3,18
21.90,10.762622,106.66177402189153,6.5,3,18
22.00,10.762622,106.66178133705998,6.5,3,18
22.10,10.762622,106.66178865222844,6.5,3,18
22.20,10.762622,106.66179596739688,6.5,3,18
22.30,10.762622,106.66180328256534,6.5,3,18
22.40,10.762622,106.6618105977338,6.5,3,18
22.50,10.762622,106.66181791290225,6.5,3,18
22.60,10.762622,106.66182522807071,6.5,3,18
22.70,10.762622,106.66183254323916,6.5,3,18
22.80,10.762622,106.66183985840762,6.5,3,18
22.90,10.762622,106.66184717357606,6.5,3,18
23.00,10.762622,106.66185448874452,6.5,3,18
23.10,10.762622,106.66186180391298,6.5,3,18
23.20,10.762622,106.66186911908143,6.5,3,18
23.30,10.762622,106.66187643424989,6.5,3,18
23.40,10.762622,106.66188374941834,6.5,3,18
23.50,10.762622,106.6618910645868,6.5,3,18
23.60,10.762622,106.66189837975526,6.5,3,18
23.70,10.762622,106.6619056949237,6.5,3,18
23.80,10.762622,106.66191301009216,6.5,3,18
23.90,10.762622,106.66192032526061,6.5,3,18
24.00,10.762622,106.66192764042907,6.5,3,18
24.10,10.762622,106.66193495559753,6.5,3,18
24.20,10.762622,106.66194227076598,6.5,3,18
24.30,10.762622,106.66194958593444,6.5,3,18
24.40,10.762622,106.66195690110288,6.5,3,18
24.50,10.762622,106.66196421627134,6.5,3,18
24.60,10.762622,106.66197153143979,6.5,3,18
24.70,10.762622,106.66197884660825,6.5,3,18
24.80,10.762622,106.66198616177671,6.5,3,18
24.90,10.762622,106.66199347694516,6.5,3,18
25.00,,,99.0,0,0
25.10,,,99.0,0,0
25.20,,,99.0,0,0
25.30,,,99.0,0,0
25.40,,,99.0,0,0
25.50,,,99.0,0,0
25.60,,,99.0,0,0
25.70,,,99.0,0,0
25.80,,,99.0,0,0
25.90,,,99.0,0,0
26.00,,,99.0,0,0
26.10,,,99.0,0,0
26.20,,,99.0,0,0
26.30,,,99.0,0,0
26.40,,,99.0,0,0
26.50,,,99.0,0,0
26.60,,,99.0,0,0
26.70,,,99.0,0,0
26.80,,,99.0,0,0
26.90,,,99.0,0,0
27.00,,,99.0,0,0
27.10,,,99.0,0,0
27.20,,,99.0,0,0
27.30,,,99.0,0,0
27.40,,,99.0,0,0
27.50,,,99.0,0,0
27.60,,,99.0,0,0
27.70,,,99.0,0,0
27.80,,,99.0,0,0
27.90,,,99.0,0,0
28.00,,,99.0,0,0
28.10,,,99.0,0,0
28.20,,,99.0,0,0
28.30,,,99.0,0,0
28.40,,,99.0,0,0
28.50,,,99.0,0,0
28.60,,,99.0,0,0
28.70,,,99.0,0,0
28.80,,,99.0,0,0
28.90,,,99.0,0,0
29.00,,,99.0,0,0
29.10,,,99.0,0,0
29.20,,,99.0,0,0
29.30,,,99.0,0,0
29.40,,,99.0,0,0
29.50,,,99.0,0,0
29.60,,,99.0,0,0
29.70,,,99.0,0,0
29.80,,,99.0,0,0
29.90,,,99.0,0,0
30.00,,,99.0,0,0
30.10,,,99.0,0,0
30.20,,,99.0,0,0
30.30,,,99.0,0,0
30.40,,,99.0,0,0
30.50,,,99.0,0,0
30.60,,,99.0,0,0
30.70,,,99.0,0,0
30.80,,,99.0,0,0
30.90,,,99.0,0,0
31.00,,,99.0,0,0
31.10,,,99.0,0,0
31.20,,,99.0,0,0
31.30,,,99.0,0,0
31.40,,,99.0,0,0
31.50,,,99.0,0,0
31.60,,,99.0,0,0
31.70,,,99.0,0,0
31.80,,,99.0,0,0
31.90,,,99.0,0,0
32.00,,,99.0,0,0
32.10,,,99.0,0,0
32.20,,,99.0,0,0
32.30,,,99.0,0,0
32.40,,,99.0,0,0
32.50,,,99.0,0,0
32.60,,,99.0,0,0
32.70,,,99.0,0,0
32.80,,,99.0,0,0
32.90,,,99.0,0,0
33.00,,,99.0,0,0
33.10,,,99.0,0,0
33.20,,,99.0,0,0
33.30,,,99.0,0,0
33.40,,,99.0,0,0
33.50,,,99.0,0,0
33.60,,,99.0,0,0
33.70,,,99.0,0,0
33.80,,,99.0,0,0
33.90,,,99.0,0,0
34.00,,,99.0,0,0
34.10,,,99.0,0,0
34.20,,,99.0,0,0
34.30,,,99.0,0,0
34.40,,,99.0,0,0
34.50,,,99.0,0,0
34.60,,,99.0,0,0
34.70,,,99.0,0,0
34.80,,,99.0,0,0
34.90,,,99.0,0,0
35.00,,,99.0,0,0
35.10,,,99.0,0,0
35.20,,,99.0,0,0
35.30,,,99.0,0,0
35.40,,,99.0,0,0
35.50,,,99.0,0,0
35.60,,,99.0,0,0
35.70,,,99.0,0,0
35.80,,,99.0,0,0
35.90,,,99.0,0,0
36.00,,,99.0,0,0
36.10,,,99.0,0,0
36.20,,,99.0,0,0
36.30,,,99.0,0,0
36.40,,,99.0,0,0
36.50,,,99.0,0,0
36.60,,,99.0,0,0
36.70,,,99.0,0,0
36.80,,,99.0,0,0
36.90,,,99.0,0,0
37.00,,,99.0,0,0
37.10,,,99.0,0,0
37.20,,,99.0,0,0
37.30,,,99.0,0,0
37.40,,,99.0,0,0
37.50,,,99.0,0,0
37.60,,,99.0,0,0
37.70,,,99.0,0,0
37.80,,,99.0,0,0
37.90,,,99.0,0,0
38.00,,,99.0,0,0
38.10,,,99.0,0,0
38.20,,,99.0,0,0
38.30,,,99.0,0,0
38.40,,,99.0,0,0
38.50,,,99.0,0,0
38.60,,,99.0,0,0
38.70,,,99.0,0,0
38.80,,,99.0,0,0
38.90,,,99.0,0,0
39.00,,,99.0,0,0
39.10,,,99.0,0,0
39.20,,,99.0,0,0
39.30,,,99.0,0,0
39.40,,,99.0,0,0
39.50,,,99.0,0,0
39.60,,,99.0,0,0
39.70,,,99.0,0,0
39.80,,,99.0,0,0
39.90,,,99.0,0,0
40.00,10.762622,106.66309806738178,1.8,9,32
40.10,10.762622,106.66310538255023,1.8,9,32
40.20,10.762622,106.66311269771869,1.8,9,32
40.30,10.762622,106.66312001288715,1.8,9,32
40.40,10.762622,106.6631273280556,1.8,9,32
40.50,10.762622,106.66313464322405,1.8,9,32
40.60,10.762622,106.6631419583925,1.8,9,32
40.70,10.762622,106.66314927356096,1.8,9,32
40.80,10.762622,106.66315658872942,1.8,9,32
40.90,10.762622,106.66316390389787,1.8,9,32
41.00,10.762622,106.66317121906633,1.8,9,32
41.10,10.762622,106.66317853423477,1.8,9,32
41.20,10.762622,106.66318584940323,1.8,9,32
41.30,10.762622,106.6631931645717,1.8,9,32
41.40,10.762622,106.66320047974014,1.8,9,32
41.50,10.762622,106.6632077949086,1.8,9,32
41.60,10.762622,106.66321511007705,1.8,9,32
41.70,10.762622,106.66322242524551,1.8,9,32
41.80,10.762622,106.66322974041395,1.8,9,32
41.90,10.762622,106.66323705558241,1.8,9,32
42.00,10.762622,106.66324437075087,1.8,9,32
42.10,10.762622,106.66325168591932,1.8,9,32
42.20,10.762622,106.66325900108778,1.8,9,32
42.30,10.762622,106.66326631625623,1.8,9,32
42.40,10.762622,106.66327363142469,1.8,9,32
42.50,10.762622,106.66328094659315,1.8,9,32
42.60,10.762622,106.6632882617616,1.8,9,32
42.70,10.762622,106.66329557693005,1.8,9,32
42.80,10.762622,106.6633028920985,1.8,9,32
42.90,10.762622,106.66331020726696,1.8,9,32
43.00,10.762622,106.66331752243542,1.8,9,32
43.10,10.762622,106.66332483760387,1.8,9,32
43.20,10.762622,106.66333215277233,1.8,9,32
43.30,10.762622,106.66333946794077,1.8,9,32
43.40,10.762622,106.66334678310923,1.8,9,32
43.50,10.762622,106.66335409827768,1.8,9,32
43.60,10.762622,106.66336141344614,1.8,9,32
43.70,10.762622,106.6633687286146,1.8,9,32
43.80,10.762622,106.66337604378305,1.8,9,32
43.90,10.762622,106.6633833589515,1.8,9,32
44.00,10.762622,106.66339067411995,1.8,9,32
44.10,10.762622,106.66339798928841,1.8,9,32
44.20,10.762622,106.66340530445687,1.8,9,32
44.30,10.762622,106.66341261962532,1.8,9,32
44.40,10.762622,106.66341993479378,1.8,9,32
44.50,10.762622,106.66342724996223,1.8,9,32
44.60,10.762622,106.66343456513069,1.8,9,32
44.70,10.762622,106.66344188029913,1.8,9,32
44.80,10.762622,106.66344919546759,1.8,9,32
44.90,10.762622,106.66345651063605,1.8,9,32
45.00,10.762622,106.6634638258045,1.8,9,32
45.10,10.762622,106.66347114097296,1.8,9,32
45.20,10.762622,106.6634784561414,1.8,9,32
45.30,10.762622,106.66348577130987,1.8,9,32
45.40,10.762622,106.66349308647833,1.8,9,32
45.50,10.762622,106.66350040164677,1.8,9,32
45.60,10.762622,106.66350771681523,1.8,9,32
45.70,10.762622,106.66351503198368,1.8,9,32
45.80,10.762622,106.66352234715214,1.8,9,32
45.90,10.762622,106.6635296623206,1.8,9,32
46.00,10.762622,106.66353697748904,1.8,9,32
46.10,10.762622,106.6635442926575,1.8,9,32
46.20,10.762622,106.66355160782595,1.8,9,32
46.30,10.762622,106.66355892299441,1.8,9,32
46.40,10.762622,106.66356623816286,1.8,9,32
46.50,10.762622,106.66357355333132,1.8,9,32
46.60,10.762622,106.66358086849978,1.8,9,32
46.70,10.762622,106.66358818366822,1.8,9,32
46.80,10.762622,106.66359549883668,1.8,9,32
46.90,10.762622,106.66360281400513,1.8,9,32
47.00,10.762622,106.66361012917359,1.8,9,32
47.10,10.762622,106.66361744434205,1.8,9,32
47.20,10.762622,106.6636247595105,1.8,9,32
47.30,10.762622,106.66363207467896,1.8,9,32
47.40,10.762622,106.6636393898474,1.8,9,32
47.50,10.762622,106.66364670501586,1.8,9,32
47.60,10.762622,106.66365402018432,1.8,9,32
47.70,10.762622,106.66366133535277,1.8,9,32
47.80,10.762622,106.66366865052123,1.8,9,32
47.90,10.762622,106.66367596568968,1.8,9,32
48.00,10.762622,106.66368328085814,1.8,9,32
48.10,10.762622,106.66369059602658,1.8,9,32
48.20,10.762622,106.66369791119504,1.8,9,32
48.30,10.762622,106.6637052263635,1.8,9,32
48.40,10.762622,106.66371254153195,1.8,9,32
48.50,10.762622,106.66371985670041,1.8,9,32
48.60,10.762622,106.66372717186886,1.8,9,32
48.70,10.762622,106.66373448703732,1.8,9,32
48.80,10.762622,106.66374180220578,1.8,9,32
48.90,10.762622,106.66374911737422,1.8,9,32
49.00,10.762622,106.66375643254268,1.8,9,32
49.10,10.762622,106.66376374771113,1.8,9,32
49.20,10.762622,106.66377106287959,1.8,9,32
49.30,10.762622,106.66377837804804,1.8,9,32
49.40,10.762622,106.6637856932165,1.8,9,32
49.50,10.762622,106.66379300838496,1.8,9,32
49.60,10.762622,106.6638003235534,1.8,9,32
49.70,10.762622,106.66380763872186,1.8,9,32
49.80,10.762622,106.66381495389031,1.8,9,32
49.90,10.762622,106.66382226905877,1.8,9,32
50.00,10.762622,106.66382958422723,1.8,9,32
50.10,10.762622,106.66383689939568,1.8,9,32
50.20,10.762622,106.66384421456414,1.8,9,32
50.30,10.762622,106.66385152973258,1.8,9,32
50.40,10.762622,106.66385884490104,1.8,9,32
50.50,10.762622,106.6638661600695,1.8,9,32
50.60,10.762622,106.66387347523795,1.8,9,32
50.70,10.762622,106.66388079040641,1.8,9,32
50.80,10.762622,106.66388810557486,1.8,9,32
50.90,10.762622,106.66389542074332,1.8,9,32
51.00,10.762622,106.66390273591176,1.8,9,32
51.10,10.762622,106.66391005108022,1.8,9,32
51.20,10.762622,106.66391736624868,1.8,9,32
51.30,10.762622,106.66392468141713,1.8,9,32
51.40,10.762622,106.66393199658559,1.8,9,32
51.50,10.762622,106.66393931175404,1.8,9,32
51.60,10.762622,106.6639466269225,1.8,9,32
51.70,10.762622,106.66395394209096,1.8,9,32
51.80,10.762622,106.6639612572594,1.8,9,32
51.90,10.762622,106.66396857242786,1.8,9,32
52.00,10.762622,106.66397588759631,1.8,9,32
52.10,10.762622,106.66398320276477,1.8,9,32
52.20,10.762622,106.66399051793323,1.8,9,32
52.30,10.762622,106.66399783310167,1.8,9,32
52.40,10.762622,106.66400514827014,1.8,9,32
52.50,10.762622,106.66401246343858,1.8,9,32
52.60,10.762622,106.66401977860704,1.8,9,32
52.70,10.762622,106.66402709377549,1.8,9,32
52.80,10.762622,106.66403440894395,1.8,9,32
52.90,10.762622,106.66404172411241,1.8,9,32
53.00,10.762622,106.66404903928085,1.8,9,32
53.10,10.762622,106.66405635444931,1.8,9,32
53.20,10.762622,106.66406366961776,1.8,9,32
53.30,10.762622,106.66407098478622,1.8,9,32
53.40,10.762622,106.66407829995468,1.8,9,32
53.50,10.762622,106.66408561512313,1.8,9,32
53.60,10.762622,106.66409293029159,1.8,9,32
53.70,10.762622,106.66410024546003,1.8,9,32
53.80,10.762622,106.6641075606285,1.8,9,32
53.90,10.762622,106.66411487579695,1.8,9,32
54.00,10.762622,106.6641221909654,1.8,9,32
54.10,10.762622,106.66412950613386,1.8,9,32
54.20,10.762622,106.66413682130231,1.8,9,32
54.30,10.762622,106.66414413647077,1.8,9,32
54.40,10.762622,106.66415145163921,1.8,9,32
54.50,10.762622,106.66415876680767,1.8,9,32
54.60,10.762622,106.66416608197613,1.8,9,32
54.70,10.762622,106.66417339714458,1.8,9,32
54.80,10.762622,106.66418071231304,1.8,9,32
54.90,10.762622,106.66418802748149,1.8,9,32
55.00,10.762622,106.66419534264995,1.8,9,32
55.10,10.762622,106.66420265781841,1.8,9,32
55.20,10.762622,106.66420997298685,1.8,9,32
55.30,10.762622,106.66421728815531,1.8,9,32
55.40,10.762622,106.66422460332376,1.8,9,32
55.50,10.762622,106.66423191849222,1.8,9,32
55.60,10.762622,106.66423923366067,1.8,9,32
55.70,10.762622,106.66424654882913,1.8,9,32
55.80,10.762622,106.66425386399759,1.8,9,32
55.90,10.762622,106.66426117916603,1.8,9,32
56.00,10.762622,106.6642684943345,1.8,9,32
56.10,10.762622,106.66427580950294,1.8,9,32
56.20,10.762622,106.6642831246714,1.8,9,32
56.30,10.762622,106.66429043983986,1.8,9,32
56.40,10.762622,106.6642977550083,1.8,9,32
56.50,10.762622,106.66430507017677,1.8,9,32
56.60,10.762622,106.66431238534521,1.8,9,32
56.70,10.762622,106.66431970051367,1.8,9,32
56.80,10.762622,106.66432701568213,1.8,9,32
56.90,10.762622,106.66433433085058,1.8,9,32
57.00,10.762622,106.66434164601904,1.8,9,32
57.10,10.762622,106.66434896118749,1.8,9,32
57.20,10.762622,106.66435627635595,1.8,9,32
57.30,10.762622,106.66436359152439,1.8,9,32
57.40,10.762622,106.66437090669285,1.8,9,32
57.50,10.762622,106.66437822186131,1.8,9,32
57.60,10.762622,106.66438553702976,1.8,9,32
57.70,10.762622,106.66439285219822,1.8,9,32
57.80,10.762622,106.66440016736667,1.8,9,32
57.90,10.762622,106.66440748253513,1.8,9,32
58.00,10.762622,106.66441479770359,1.8,9,32
58.10,10.762622,106.66442211287203,1.8,9,32
58.20,10.762622,106.66442942804049,1.8,9,32
58.30,10.762622,106.66443674320894,1.8,9,32
58.40,10.762622,106.6644440583774,1.8,9,32
58.50,10.762622,106.66445137354586,1.8,9,32
58.60,10.762622,106.6644586887143,1.8,9,32
58.70,10.762622,106.66446600388277,1.8,9,32
58.80,10.762622,106.66447331905121,1.8,9,32
58.90,10.762622,106.66448063421967,1.8,9,32
59.00,10.762622,106.66448794938812,1.8,9,32
59.10,10.762622,106.66449526455658,1.8,9,32
59.20,10.762622,106.66450257972504,1.8,9,32
59.30,10.762622,106.66450989489348,1.8,9,32
59.40,10.762622,106.66451721006194,1.8,9,32
59.50,10.762622,106.66452452523039,1.8,9,32
59.60,10.762622,106.66453184039885,1.8,9,32
59.70,10.762622,106.66453915556731,1.8,9,32
59.80,10.762622,106.66454647073576,1.8,9,32
59.90,10.762622,106.66455378590422,1.8,9,32
